% # columns="iteration, evaluation, void, void, void, xmean", seed=541523, Wed Jan 14 15:18:57 2026, <python>{}</python> # scaling_of_variables: 1, typical_x: 0
1 8 0 0 0 -0.23274543528509817 0.2501115744441227 -0.093568382492218 0.24267226160719244
2 16 0 0 0 0.2135254210439008 0.3646503848236885 -0.10036049359635806 0.2091252258507629
3 24 0 0 0 0.16134208808981065 0.10389050708983612 0.05403744991568993 0.1871172139007398
4 32 0 0 0 0.33025671139953755 0.2315305916332369 0.07938143078862889 0.12296312349153662
5 40 0 0 0 0.48749154754096286 0.34668096807942955 0.03067868780351107 0.06137609096326115
6 48 0 0 0 0.5934648405331733 0.45320625558302685 0.1451581717235068 0.15872544904908353
7 56 0 0 0 0.6611034538001074 0.4895695556626165 0.07319888575968422 -0.03932840723031921
8 64 0 0 0 0.5233852493893155 0.292066091932631 -0.039450841302140646 -0.055748298298449565
9 72 0 0 0 0.45766693272075465 0.20954069839483874 0.062029229123820834 -0.03946007707779243
10 80 0 0 0 0.6411002147778582 0.3783981510157234 0.11278057394677628 0.0631176610026037
11 88 0 0 0 0.5874306457390968 0.387437064524615 0.16422967985698467 0.030225643375881673
12 96 0 0 0 0.6033375455152812 0.34249859434359897 0.10272656116798692 -0.011727757993229285
13 104 0 0 0 0.6654543224898452 0.4953300744737027 0.1962313396886954 0.04383203987999331
14 112 0 0 0 0.5991251929624376 0.4200288524864305 0.19362432516693795 -0.005873593097763671
15 120 0 0 0 0.6511655934221099 0.45748000173518677 0.22592193818170617 0.0478383343519477
16 128 0 0 0 0.7086471128429078 0.5344110980924455 0.2900874317455795 0.11780652268531652
17 136 0 0 0 0.7150740673512743 0.5779336705396663 0.3302603526246594 0.10935304671437142
18 144 0 0 0 0.7179200970392448 0.5186194386886843 0.2688171551579579 0.057451139430478214
19 152 0 0 0 0.760628247352401 0.6050547437635158 0.34749671286083916 0.1438423863096092
20 160 0 0 0 0.7971094272210948 0.613029418640012 0.39774354278794255 0.13496284117012117
21 168 0 0 0 0.7194779370054192 0.5316369516368048 0.29684280961616066 0.09286794834311976
22 176 0 0 0 0.7221584512082132 0.5295440455232602 0.3087531418369129 0.09024361428157288
23 184 0 0 0 0.7668872449138644 0.5793930076216816 0.3333408958388112 0.13089340947531206
24 192 0 0 0 0.770862113066558 0.5895487889219012 0.36204521553865304 0.13852232844226975
25 200 0 0 0 0.7763554472975918 0.6005974370351765 0.3723646083690232 0.13100396851975676
26 208 0 0 0 0.7983012434695524 0.6322960445132206 0.39502492851282284 0.15539899301637386
27 216 0 0 0 0.8030400551263011 0.6341742220300018 0.4052650872298952 0.16052795074674195
28 224 0 0 0 0.8163331939481006 0.6540106608087091 0.42553905087740684 0.17679216948631699
29 232 0 0 0 0.8192493342456673 0.6591756714244249 0.4247450555685859 0.1787432022856226
30 240 0 0 0 0.8101218599842928 0.6531393661887803 0.4191200073508617 0.17521890733063883
31 248 0 0 0 0.8174793465678798 0.6629896765609051 0.43451305305984567 0.17903522315188564
32 256 0 0 0 0.8218582450778477 0.6733835232852574 0.43774463714614675 0.1863051944216363
33 264 0 0 0 0.8295920321199586 0.6774745150669282 0.4473253888861668 0.19873731675873602
34 272 0 0 0 0.8240086412818678 0.6703742778504117 0.4396894949184257 0.19248737350644946
35 280 0 0 0 0.8206592462421443 0.6680201261280823 0.4404982122807458 0.1929583619986029
36 288 0 0 0 0.8283725856241758 0.6789136747184504 0.45289228391266445 0.20141406700715941
37 296 0 0 0 0.8282667321679275 0.679073170754511 0.4581150266588119 0.20410216177605459
38 304 0 0 0 0.8258875674468467 0.6773010698377829 0.4586210699087653 0.20658653502782554
39 312 0 0 0 0.8357429129856742 0.6871924324239042 0.47088024130248063 0.21509228368083705
40 320 0 0 0 0.8443859941269802 0.6999400744201224 0.48445414811258947 0.22550952077293013
41 328 0 0 0 0.8467980666295114 0.7062589275470641 0.49172598322327987 0.23254268418195864
42 336 0 0 0 0.8577562178225868 0.7215497874973062 0.5103103149298663 0.25071205291049636
43 344 0 0 0 0.8583709965633741 0.7254552915473624 0.5171505666075487 0.2623761024331701
44 352 0 0 0 0.866973935953477 0.7445972485437512 0.5448327412584976 0.29028603030673195
45 360 0 0 0 0.8780205471394547 0.7551446779080285 0.5653284290885532 0.3057964589936187
46 368 0 0 0 0.8780802013896227 0.7637790740525953 0.5889677658593764 0.33037153550035625
47 376 0 0 0 0.8784200175737804 0.7621187806418993 0.5858812511055913 0.3345833702402422
48 384 0 0 0 0.8928292185820725 0.7875156780574402 0.6248345549348563 0.3814070119483277
49 392 0 0 0 0.9058964839951238 0.8130839948110415 0.6486345053341291 0.41496517560302326
50 400 0 0 0 0.9095477406275925 0.8275768721259447 0.6835451687911769 0.45571680484136623
51 408 0 0 0 0.9357526842398152 0.8653739045510247 0.7376307702049278 0.5264181122262465
52 416 0 0 0 0.9246558049649068 0.8514584263308071 0.7102109473353404 0.5000950538427369
53 424 0 0 0 0.9158013839545354 0.8486484487281887 0.7305464326650302 0.5236901867033071
54 432 0 0 0 0.9083388556861256 0.8236174046812237 0.6837516555391436 0.4663198383653495
55 440 0 0 0 0.9119067834487737 0.8380262885505991 0.7087093383686913 0.49104827275593976
56 448 0 0 0 0.9005537127147916 0.819605713428831 0.6811520239751736 0.4620636039637859
57 456 0 0 0 0.9178072565973184 0.8462002256543619 0.7225253875300732 0.5232259855800557
